interviewer_code,interviewer_ethnicity,interviewer_age,interviewer_gender,interviewer_dialect_of_spanish,interviewer_proficiency_in_spanish,interviewer_educational_level,interviewer_dominance_primary_language,interviewer_dominance_secondary_language,interviewer_dominance_tertiary_language,interviewer_dominance_quaternary_language,interviewer_order_acquisition_first_language,interviewer_order_acquisition_interviewer_second_language,interviewer_order_acquisition_third_language,interviewer_order_acquisition_fourth_language,interviewer_english_percentage,interviewer_spanish_percentage,interviewer_other_language,interviewer_other_language_percentage,interviewer_tertiary_language_interlocutor_percentage,interviewer_quaternary_language_interlocutor_percentage,interviewer_foreign_accent_english,interviewer_foreign_accent_spanish,interviewer_english_accent_identification,interviewer_spanish_accent_identification,interviewee_participant_code,interviewee_birth_city,interviewee_birth_country,interviewee_us_arrival_age,interviewee_city_growing_up,interviewee_country_growing_up,interviewee_year_of_birth,interviewee_highest_grade_completed,interviewee_city_of_completed_education,interviewee_primary_california_location,interviewee_current_residence,interviewee_country_of_completed_education,interviewee_years_in_us,interviewee_years_in_california,interviewee_previous_residence_01,interviewee_previous_residence_02,interviewee_previous_residence_03,interviewee_current_profession,interviewee_desired_profession,interviewee_origin_country_profession,interviewee_number_of_housemates,interviewee_parent_language_01,interviewee_parent_language_02,interviewee_parent_language_03,interviewee_mother_profession,interviewee_father_profession,interviewee_mother_education,interviewee_father_education,interviewee_mother_birth_city,interviewee_mother_birth_country,interviewee_father_birth_city,interviewee_father_birth_country,interviewee_additional_language_01,interviewee_additional_language_02,interviewee_sex,interviewee_ethnicity_01,interviewee_ethnicity_02,interviewee_grandparent_birthplace_01,interviewee_grandparent_birthplace_02,interviewee_grandparent_birthplace_03,interviewee_grandparent_birthplace_04,interviewee_generation_immigration,interviewee_close_family_country,interviewee_hispanic_country_visiting,interviewee_hispanic_country_visiting_rate,interviewee_hispanic_country_visitors,interviewee_hispanic_country_visitor_rate,interviewee_married,interviewee_language_with_spouse,interviewee_spouse_ethnicity,interviewee_spouse_native_language,interviewee_language_with_children,interviewee_language_with_siblings,interviewee_language_with_mother,interviewee_language_with_father,interviewee_number_of_older_siblings,interviewee_number_of_younger_siblings,interviewee_bilingual_education,interviewee_interview_date,interviewee_foreign_accent_english,interviewee_foreign_accent_spanish,interviewee_frequency_identification_nonnative_english,interviewee_frequency_identification_nonnative_spanish,interviewee_start_learning_english,interviewee_start_learning_spanish,interviewee_feel_comfortable_english,interviewee_feel_comfortable_spanish,interviewee_class_years_english,interviewee_class_years_spanish,interviewee_region_years_english,interviewee_region_years_spanish,interviewee_family_years_english,interviewee_family_years_spanish,interviewee_work_years_english,interviewee_work_years_spanish,interviewee_friends_percentage_english,interviewee_friends_percentage_spanish,interviewee_friends_percentage_other,interviewee_family_percentage_english,interviewee_family_percentage_spanish,interviewee_family_percentage_other,interviewee_school_work_percentage_english,interviewee_school_work_percentage_spanish,interviewee_school_work_percentage_other,interviewee_talk_yourself_percentage_english,interviewee_talk_yourself_percentage_spanish,interviewee_talk_yourself_percentage_other,interviewee_count_percentage_english,interviewee_count_percentage_spanish,interviewee_count_percentage_other,interviewee_speak_proficiency_english,interviewee_speak_proficiency_spanish,interviewee_understand_proficiency_english,interviewee_understand_proficiency_spanish,interviewee_read_proficiency_english,interviewee_read_proficiency_spanish,interviewee_write_proficiency_english,interviewee_write_proficiency_spanish,interviewee_feel_myself_english,interviewee_feel_myself_spanish,interviewee_identify_english_speaking_culture,interviewee_identify_spanish_speaking_culture,interviewee_english_nativespeaker,interviewee_spanish_nativespeaker,interviewee_others_nativespeaker_english,interviewee_others_nativespeaker_spanish,interviewee_final_blp_score,interviewee_date_conducted,interviewee_time_started,interviewee_place_conducted,interviewee_interviewee_attitude_towards_interviewer,interviewee_interview_formality,interviewee_interviewer_relationship_with_interviewee,interviewee_other_information,interviewee_notes_about_language_used_in_interview,interviewee_language_dominance,interviewee_normalized_edlevel,interviewee_latitude,interviewee_longitude
UCSC_CPV1,latinx,20,female,Mexican,Native Speaker,college,English,Spanish,Korean,French,Spanish,English,French,Korean,50,47,French,2,French 0,Korean 0,0,2,0,1,UCSC_CPV1_03,Oaxaca,Mexico,13,"San Pablo, Huixtepec, Oaxaca and Santa Cruz",Mexico and USA,1980,some_college,"Santa Cruz, CA","Santa Cruz, CA","Santa Cruz, CA",USA,20,20,"San Pablo, CA","Huixtepec, Mexico","Oaxaca, Mexico",Restaurant Manager; Student,Nutritionist,student,6,Spanish,NA,NA,Homemaker,trabajador,6th grade,secondary school,"San Pablo, Huixtepec, Oaxaca",Mexico,"Lachixio, Oaxaca",Mexico,NA,NA,male,hispanic/latinx,NA,Oaxaca,NA,NA,NA,G1.5,Mexico,Mexico,frequently,NA,NA,no,NA,NA,NA,NA,Spanish,Spanish,Spanish,"one, 44",NA,yes,5/30/2023,5,1,10,1,14,0,20,0,10,0,20,15,0,20,17,0,60,40,0,10,90,0,90,10,0,30,70,0,60,40,0,3,5,5,6,3,4,3,2,2,5,3,6,2,6,3,6,-46.3,5/31/2023,11:14:00 AM,library,"very open and positive, very relaxed and casual",casual,manager,"interviewee was very open with follow-up questions and gave thorough, thoughtful answers -- especially in Spanish",Spanish very good -- you can tell he's from Latin America,NA,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",36.9741392,-122.028804
UCSC_CPV1,latinx,20,female,Mexican,Native Speaker,college,English,Spanish,Korean,French,Spanish,English,French,Korean,50,47,French,2,French 0,Korean 0,0,2,0,1,UCSC_CPV1_04,"Los Angeles, CA",USA,NA,"Los Angeles, CA",USA,2002,some_college,"Santa Cruz, CA","Santa Cruz, CA","Santa Cruz, CA",USA,20,20,"Los Angeles, CA",NA,NA,student,open a business,NA,5,Spanish,English,NA,Admin in school district,truck driver,high school,High school,"Los Angeles, CA",USA,NA,Mexico,NA,NA,female,Mexican,NA,mexico,NA,NA,NA,G2,Mexico,Mexico,once a year,Mexico,rarely,no,NA,NA,NA,NA,English,English,English,NA,"2, age not specified",no,6/2/2023,0,2,0,2,4,0,4,0,14,6,20,20,20,20,20,0,90,10,0,50,50,0,100,0,0,50,50,0,50,50,0,6,4,6,6,6,5,6,5,6,5,6,5,6,6,6,6,42.32,6/2/2023,10:34:00 AM,"Cowell College, Santa Cruz, CA","very chill,tired b/c it was morning",casual,housemate,had to do alot of clarifying in spanish portion,NA,NA,"Unknown (put age instead of grade, non-academic licenses, blanks)",36.9741392,-122.028804
UCSC_CPV1,latinx,20,female,Mexican,Native Speaker,college,English,Spanish,Korean,French,Spanish,English,French,Korean,50,47,French,2,French 0,Korean 0,0,2,0,1,UCSC_CPV1_05,"Tepic, Nayarit",Mexico,19,"Tepic, Nayarit",Mexico,1967,high_school,NA,"Watsonville, CA","Watsonville, CA",USA,36,36,"San Diego Escondido, Alaska",NA,NA,Principal at Dining Hall,Party Planner,NA,4,Spanish,NA,NA,Homemaker,field worker,primary school,NA,NA,Mexico,NA,Mexico,NA,NA,female,mexican/latinx,NA,Mexico,NA,NA,NA,G1.5,Mexico,Mexico,once a year,NA,NA,yes,Spanish,mexican/latin,Spanish,Spanish and English,Spanish,NA,NA,"3 older, 66-70 for 2 and 78 for one",NA,no,6/3/2023,7,0,10,0,19,0,20,0,19,18,20,19,20,20,20,20,50,50,0,20,80,0,50,50,0,50,50,0,60,40,0,4,6,6,6,5,6,3,6,6,6,6,6,6,6,3,3,-26.6,6/3/2023,2:45:00 PM,library,"positive, very excited to answer questions",casual,coworker,very open w/ answers,interviewee still taking English classes,NA,Completed High School (12th),36.910233,-121.756873
UCSC_CPV1,latinx,20,female,Mexican,Native Speaker,college,English,Spanish,Korean,French,Spanish,English,French,Korean,50,47,French,2,French 0,Korean 0,0,2,0,1,UCSC_CPV1_06,"Bellflower, CA",NA,NA,"Lakewood, CA",USA,2003,some_college,"Santa Cruz, CA","Santa Cruz, CA","Lakewood, CA",USA,20,20,"Compton, CA",NA,NA,Student,unsure,NA,4,Spanish,English,NA,teacher,mechanic,College,some highschool,Mexico City,Mexico,Guadalajara,Mexico,NA,NA,female,hispanic/latinx,American,Mexico,Mexico,NA,NA,G2,Mexico,Mexico,rarely,Mexico,rarely,no,NA,NA,NA,NA,Spanish and English,Spanish and English,Spanish and English,0,"one, 17",yes,6/10/2023,1,2,0,2,0,0,0,0,20,6,20,20,20,20,20,15,60,40,0,20,80,0,60,40,0,50,50,0,80,20,0,6,5,6,6,6,5,6,5,5,6,6,6,6,6,6,6,17.52,6/10/2023,4:00:00 PM,"Cowell College, Santa Cruz, CA",nervous but relaxed throughout interview,casual,friend,"fun interview, followup questions feel relevant",NA,NA,"Unknown (put age instead of grade, non-academic licenses, blanks)",36.9741392,-122.028804
UCSC_CPV1,latinx,20,female,Mexican,Native Speaker,college,English,Spanish,Korean,French,Spanish,English,French,Korean,50,47,French,2,French 0,Korean 0,0,2,0,1,UCSC_CPV1_07,"Fresno, CA",USA,NA,"Fresno, CA",USA,2003,some_college,"Santa Cruz, CA","Santa Cruz, CA","Santa Cruz, CA",USA,20,20,"Fresno, CA",NA,NA,worker in dining hall,teacher,NA,7,put 1 but in interview said she learned spanish from parents,NA,NA,NA,Construction,College,Primary school,Guanajuanto,Mexico,Michoacan,Mexico,NA,NA,female,latinx,NA,"Guanajuanto, Mexico","Michoacán, MX","Guanajuato, MX","Michoacan, MX",G2,Mexico,Mexico,occasionally,Mexico,rarely,no,NA,NA,NA,NA,English,Spanish,Spanish,0,"2, 13 and 5",no,6/11/2023,0,3,0,5,3,0,0,0,15,0,20,20,14,20,3,2,100,0,0,20,80,0,90,10,0,100,0,0,100,0,0,6,4,6,5,6,4,6,3,6,6,6,6,6,6,6,6,57.12,6/11/2023,12:00:00 PM,"Cowell College, Santa Cruz, CA","very positive, happy to answer questions",casual,coworker,"lots of laughing, interview a little longer than others",NA,NA,"Unknown (put age instead of grade, non-academic licenses, blanks)",36.9741392,-122.028804
UCSC_CPV1,latinx,20,female,Mexican,Native Speaker,college,English,Spanish,Korean,French,Spanish,English,French,Korean,50,47,French,2,French 0,Korean 0,0,2,0,1,UCSC_CPV1_08,"Monterrey Park, CA",USA,NA,"East Los Angeles, CA",USA,2004,high_school,"Boyle Heights, CA","Boyle Heights, CA","East Los Angeles, CA",USA,18,18,"East Los Angeles, CA",NA,NA,dining hall worker,Spanish Teacher,NA,5,Spanish,NA,NA,office worker,car washer,middle school,highschool,"Chiqmecataticlan, Puebla, MX",Mexico,"Hueyapan, Puebla",Mexico,NA,NA,female,NA,NA,"Puebla, MX","Puebla, MX","Puebla, MX","Puebla, MX",G2,Mexico (doesn't sepcify country so assuming),Mexico (assuming),occasionally,NA,NA,no,NA,NA,NA,NA,English and Spanish,Spanish (assuming b/c it didn't say),Spanish (assuming b/c it didn't say),2 older sister (no age specified),0,yes,6/13/2023,4,5,0,1,5,0,5,7,15,3,18,18,18,18,1,1,50,50,0,40,60,0,60,40,0,20,80,0,80,20,0,6,5,5,5,6,4,6,2,4,4,3,6,6,6,5,6,8.172,6/13/2023,no time specified,library,"very positive, happy to answer questions",casual,coworker,thoughtful answers,had to clarify questions,NA,Completed High School (12th),34.0339,-118.20535
UCSC_CPV1,latinx,20,female,Mexican,Native Speaker,college,English,Spanish,Korean,French,Spanish,English,French,Korean,50,47,French,2,French 0,Korean 0,0,2,0,1,UCSC_CPV1_09,"Pomona, CA",USA,NA,"Rialto, CA",USA,2003,some_college,"Santa Cruz, CA","Santa Cruz, CA","Santa Cruz, CA",USA,20,20,"Rialto, CA",NA,NA,student,doctor or admin of health,NA,8,Spanish,Spanish,NA,Homemaker,baker,high school,highschool,Mexico City,Mexico,Mexico City,Mexico,a little bit of German,NA,female,hispana/latinx,NA,Mexico City,NA,NA,NA,G2,"put hometown Rioalto, CA",Mexico (assuming),never,Mexico (assuming),occasionally,no,NA,NA,NA,NA,English and Spanish,Spanish,Spanish,0,"1, age not specified",no,6/14/2023,2,6,1,2,1,0,0,0,20,1,20,20,20,20,3,3,90,10,0,30,70,0,60,40,0,100,0,0,90,10,0,6,4,6,5,6,3,6,1,6,6,5,6,6,6,6,6,52.76,6/14/2023,no time specified,library,"positive, nervous",casualish,friend of a friend,English portion was really fast but Spanish went by more comfortably,asked for some clarification for some words,NA,"Unknown (put age instead of grade, non-academic licenses, blanks)",36.9741392,-122.028804
UCSC_CPV1,latinx,20,female,Mexican,Native Speaker,college,English,Spanish,Korean,French,Spanish,English,French,Korean,50,47,French,2,French 0,Korean 0,0,2,0,1,UCSC_CPV1_10,"San Jose, CA",USA,NA,"San Jose, CA",USA,2002,high_school,"Los Gatos, CA","Los Gatos, CA","San Jose, CA",USA,20,20,"San Jose, CA",NA,NA,student,director,NA,2,English,NA,NA,Cashier,Manager,College,College,Salem,India,Salem,India,NA,NA,male,Indian,NA,India,India,NA,NA,G2,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,English,NA,NA,yes,6/14/2023,0,7,2,9,0,10,0,18,20,6,20,0,17,0,3,1,100,0,0,100,0,0,90,10,0,100,0,0,100,0,0,6,3,6,4,6,3,6,2,6,1,6,0,6,0,6,0,168.54,6/14/2023,9:00:00 PM,"Cowell College, Santa Cruz, CA","positive, relaxed, intrigued, and attentive",casual,friend,need clarification with some questions in spanish portion,NA,NA,Completed High School (12th),37.221339,-121.979636
UCSC_CS1,NA,20,female,USA,High,college,English,Spanish,NA,NA,English,Spanish,NA,NA,80,20,unknown,0,NA,NA,0,2,0,1,UCSC_CS1_01,"Santa Monica, CA",USA,NA,"Inglewood, CA",USA,2002,some_college,"Santa Cruz, CA","Santa Cruz, CA","Santa Cruz, CA",USA,20,20,"Santa Monica and Inglewood, CA",NA,NA,Resturante Server,Social Worker with Kids,NA,2,English,NA,NA,toma llamadas y hace papeles,NA,1st year of College,Middle School,"Santa Monica, CA",USA,"Venice, CA",USA,NA,NA,female,Mexican American,NA,"Jalisco, MX","Santa Monica, CA","Jalisco, MX",NA,G2,Mexico,Mexico,rarely,Mexico,rarely,no,NA,NA,NA,NA,English and Spanish,English,English,NA,"two, 17 and 10",yes,5/24/2023,0,1,0,4,0,3,0,15,15,14,20,20,20,0,4,2,90,10,0,100,0,0,50,50,0,50,50,0,50,50,0,6,4,6,5,6,5,6,4,6,5,6,6,6,6,6,6,40.5,5/24/2023,7:00:00 PM,apartment,"eager, interested","conversational, relaxed",classmate,"quiet, comfortable space, interviewee was very receptive and gave detailed answers","pretty basic daily language, minor mistakes, good conversation flow",NA,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",36.9741392,-122.028804
UCSC_CS1,NA,20,female,USA,High,college,English,Spanish,NA,NA,English,Spanish,NA,NA,80,20,unknown,0,NA,NA,0,2,0,1,UCSC_CS1_02,"Gamboa, Panama",Panama,12,"Gamboa, Panama",Panama,1987,community_college,"Sacramento, CA","Sacramento, CA",Ione,USA,23,23,"Roseville, Sacramento",Jackson,"Gamboa, Panama",mother,Profesora,NA,4,Spanish,English,NA,Jubliado,Jubliado,Associates Degree,Middle School,Panama,Panama,California,no,NA,NA,female,Panameña,NA,Panama,"Oakland, CA","Boston, MA",NA,G1.5,Panama,Panama + Mexico,rarely,Panama + Mexico,rarely,yes,English,American,English,English,English,English,English,"4, ages: 40,50,51,52",NA,no,5/27/2023,0,4,0,8,0,0,0,0,20,5,20,12,20,20,17,12,90,10,0,90,10,0,100,0,0,90,10,0,90,10,0,6,2,6,4,6,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,85.732(didn't get full data),5/27/2023,3:22:00 PM,participant's house,"eager, but nervous for spanish portion",conversation style w/ follow-up questions,interviewer's aunt,"interviewee claims to be out of practive w/ spanish, so was very nervous about this portion, but did a great job nonetheless","informal language, especially in the spanish conversation",NA,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",38.5769347,-121.4949523
UCSC_CS1,NA,20,female,USA,High,college,English,Spanish,NA,NA,English,Spanish,NA,NA,80,20,unknown,0,NA,NA,0,2,0,1,UCSC_CS1_03,"Stockton, CA",USA,NA,condado amador,USA,2002,some_college,Ione and Modesto,"Ione, CA","Ione, USA",USA,20,20,"Ione, USA","Stockton, USA",NA,Teacher's Assistant,Respiratory therapist,NA,5,Spanish,NA,NA,Mother,Roofer,middle school,Middle School,Mexico,Mexico,Mexico,mexico,NA,NA,female,Mexican,NA,Mexico,NA,NA,NA,G2,"Ione, CA",NA,rarely,NA,rarely,no,english,American,English,NA,English/Spanish,English/Spanish,English/Spanish,"2, ages: 24,24","1, ages: 14",no,5/27/2023,0,0,0,0,0,0,0,0,20,1,20,0,20,20,20,0,60,40,0,50,50,0,90,10,0,90,10,0,100,0,0,6,6,6,6,6,1,6,1,6,6,6,6,6,6,3,3,86.81,5/27/2023,9:07:00 PM,parents' house of interviewer,"casual, comfortable","casual, informal conversation",best friend,done in an intimate setting; a typical setting in which the interviewer and interviewee would interact,casual and informal language like an every day conversation. Use of 'a lo mejor' and 'pos' in place of 'pues',NA,"Unknown (put age instead of grade, non-academic licenses, blanks)",38.352663,-120.933269
UCSC_CS1,NA,20,female,USA,High,college,English,Spanish,NA,NA,English,Spanish,NA,NA,80,20,unknown,0,NA,NA,0,2,0,1,UCSC_CS1_04,Republic of Panama,Panama,17,"Gamboa, Panama",Panama,1971,high_school,"Balboa, Panama","Camanche Lake, CA","Camanche Lake, CA",Panama,32,23,"Phoenix, AZ",NA,NA,Retired,NA,student,2,English,Spanish,NA,NA,Retired,9th grade,12th grade,"Edmonton, Alberta",Canada,"Oakland, CA",USA,NA,NA,female,Panameña,NA,NA,NA,NA,NA,NA,Panama,NA,never,Mexico,rarely,yes,English,American,English,English and Spanish,English and Spanish,English and Spanish,English and Spanish,"1, 53 years old","3, 49,40,35",no,5/27/2023,0,0,0,0,0,0,0,0,12,12,20,17,20,20,20,15,90,10,0,80,20,0,60,40,0,50,50,0,50,50,0,6,6,6,6,NA,6,6,6,6,6,6,6,0,0,0,0,21.07,5/28/2023,12:14:00 PM,interviee's house,"eager, interested, excited",casual everyday conversation,daughter of interviewee,done in the morning so both parents were and energetic,"conversation similar to what interviewee and interviewer would have on a normal day, very chill",NA,Completed High School (12th),38.22288,-120.96678
UCSC_CS1,NA,20,female,USA,High,college,English,Spanish,NA,NA,English,Spanish,NA,NA,80,20,unknown,0,NA,NA,0,2,0,1,UCSC_CS1_05,"Waluku, Hawaii",USA,NA,"Maui, Hawaii",USA,2001,some_college,"Santa Cruz, CA","Santa Cruz, CA","Santa Cruz, CA",USA,21,6,"Makawao, HI",NA,NA,Head of Metatraction? (handwriting hard to read),Video editor,NA,5,English,English/Cantonese,NA,Ceramicost? (handwriting hard to read),Doctor of Pain Medicine and Addiction Treatment,college,College,"Brooklyn, NY",USA,"Onion, NJ",USA,Cantonese,NA,male,white,Asian,USA,HongKong,"Macau, HI (assuming)",NA,G3,None,NA,rarely,NA,rarely,no,NA,NA,NA,NA,English,English,English,0,"one, 15",yes,5/30/2023,1,9,0,10,0,14,0,17,17,6,20,6,20,0,5,0,90,10,0,100,0,0,90,10,0,70,30,0,100,0,0,6,4,6,5,6,6,6,6,6,6,6,5,6,6,6,1,99.89,5/30/2023,6:30:00 PM,interviewer's house,"eager, casual, comfortable",casual,friend/classmate,"done in relaxed environment, casual conversation","interviewee hasn't practiced spanish, claims to be rusty but spanish conversation flowed nicely",NA,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",36.9741392,-122.028804
UCSC_CS1,NA,20,female,USA,High,college,English,Spanish,NA,NA,English,Spanish,NA,NA,80,20,unknown,0,NA,NA,0,2,0,1,UCSC_CS1_06,"Los Angeles, CA",USA,NA,"Los Angeles, CA",USA,2004,high_school,"Los Angeles, CA","Los Angeles, CA","Los Angeles, CA",USA,18,18,"Los Angeles,CA",NA,NA,NA,Sociologist,NA,6,Spanish,Spanish,NA,"Works at home, cleaning",factory worker,8th grade,12th grade,Mexico,Mexico,Mexico,Mexico,NA,NA,female,Mexican,American,Mexico,Mexico,NA,NA,G2,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,Spanish,NA,NA,no,6/3/2023,0,5,0,3,4,0,0,0,13,0,18,18,0,18,3,0,90,10,0,10,90,0,100,0,0,90,10,0,100,0,0,6,5,6,4,6,4,6,3,6,4,6,6,5,6,6,6,45.5,6/3/2023,3:20:00 PM,interviewer's apartment,nervous but excited,very calm casual interview,friend/peer,done in calm environment so made interview more conversation-like,no mas apenas frequently used,NA,Completed High School (12th),34.052238,-118.243344
UCSC_CS1,NA,20,female,USA,High,college,English,Spanish,NA,NA,English,Spanish,NA,NA,80,20,unknown,0,NA,NA,0,2,0,1,UCSC_CS1_07,"Lima, Peru",Peru,10,"Davis, CA",USA,2003,some_college,"Davis, CA","Davis, CA","Santa Cruz, CA",USA,10,10,"Davis, CA","Magdalena, Lima",NA,NA,Construction Manager,NA,5,Spanish,Spanish,NA,NA,NA,high school,high school,Lima,Peru,Lima,Peru,NA,NA,male,hispanic,NA,Peru,Peru,NA,NA,G1.5,Peru,Peru,once a year,Peru,occasionally,NA,NA,NA,NA,NA,Spanish,English,Spanish,"1, age: 30","2, ages: 15 and 17",yes,6/5/2023,3,2,10,5,6,0,14,0,15,17,10,20,0,20,10,20,90,10,0,10,90,0,100,0,0,10,90,0,40,60,0,6,6,5,6,6,6,6,6,4,0,3,6,4,6,2,5,-54.02,6/5/2023,6:30:00 PM,interviewer's apartment,interested,casual,"peer, mutual friend","first time interviewer and interviewee met, but went greatly smoothly nonetheless","casual, comfortable, flowed naturally",NA,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",38.546725,-121.744338
UCSC_CS1,NA,20,female,USA,High,college,English,Spanish,NA,NA,English,Spanish,NA,NA,80,20,unknown,0,NA,NA,0,2,0,1,UCSC_CS1_08,"Salinas, CA",USA,NA,"Salinas, CA",USA,1996,some_college,"Santa Cruz, CA","Santa Cruz, CA","Marina, CA",USA,26,26,NA,NA,NA,Server,University Professor/ Teacher,NA,2,Spanish,NA,NA,Stay at home mom,Unemployed- Injured,high school,high school,Zinapécuaro,Mexico,Zinapécuaro,Mexico,NA,NA,female,latinx,NA,"Michoacan, Mexico",Mexico,NA,NA,G2,Mexico,"Michoacan, Mexico",occasionally,NA,N,NA,NA,Mexican,English,NA,English,Spanish,Spanish,"1, age: 28","1, age: 19",no,6/7/2023,1,4,2,4,7,0,10,0,20,2,20,7,20,20,10,2,50,50,0,50,50,0,80,20,0,40,60,0,90,10,0,4,3,5,5,6,3,6,3,0,6,3,5,6,6,4,6,13.98,6/7/2023,5:45:00 PM,interviewer's apartment,"excited, eager",casual coversation,"ex-coworker, friend",done between close friends so the conversation was very laid-back and natural,sa[v]ia for sabia,NA,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",36.9741392,-122.028804
UCSC_CS1,NA,20,female,USA,High,college,English,Spanish,NA,NA,English,Spanish,NA,NA,80,20,unknown,0,NA,NA,0,2,0,1,UCSC_CS1_09,"Davis, CA",USA,NA,"Davis, CA",USA,2002,some_college,"Davis, CA and Santa Cruz, CA","Davis, CA","Santa Cruz, CA",USA,20,20,NA,NA,NA,Maintence for UCSC,unsure,NA,3,English,Spanish,NA,consultent,teacher,university,university,"Modesto, CA",USA,"San Mateo,CA",USA,NA,NA,female,white,Mexican and Filipino,USA,Mexico,Islands of the Philippines,NA,G3,none,NA,never,NA,never,No,"put English, so maybe not married but has partner",NA,NA,NA,English,English and Spanish(not frequently),English and Spanish(not frequently),"2, ages: 26 and 22",NA,yes,6/15/2023,1,7,1,8,0,4,0,4,20,6,20,20,20,20,8,3,100,0,0,80,20,0,100,0,0,80,20,0,90,10,0,6,3,6,6,6,6,6,5,6,3,6,3,6,4,6,2,92.17,6/17/2023,5:27:00 PM,interviewers and interviewee's apartment,eager to participate,casula,roommate/friend,done in apt in a very comfortable and casual place to have a conversation,"calm, casual, daily language",NA,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",38.546725,-121.744338
UCSC_CS1,NA,20,female,USA,High,college,English,Spanish,NA,NA,English,Spanish,NA,NA,80,20,unknown,0,NA,NA,0,2,0,1,UCSC_CS1_10,"Thousand Oakes, CA",USA,NA,"Thousand Oakes, CA",USA,2001,some_college,"Santa Cruz, CA","Santa Cruz, CA","Sunnyvale, CA",USA,21,21,"Santa Cruz, CA","Santa Rosa Valley,CA",NA,Therapist for ACA,unsure,NA,2,English,English,NA,Cashier,student,Graduate school,grado,"Ohio, USA",USA,"California, USA",USA,NA,NA,female,white,NA,"California, USA","Michigan, USA","Mississppi, USA","Kansas, CA",not sure,none,Mexico,once a year,Mexico,once a year,no,NA,NA,NA,NA,English and Italian,English,English,"4, ages: 29.27,26,23",0,no,6/18/2023,NA,NA,NA,NA,0,7,2,20,16,13,20,0,20,0,6,1,90,10,0,100,0,0,30,70,0,80,20,0,100,0,0,6,4,6,5,6,6,6,6,6,2,6,0,6,6,6,1,97.62,6/18/2023,7:17:00 PM,interviewee's house,eager to participate but nervous for spanish portion,casual,friend/classmate,interviewee and interviewer are good friends and have spanish class together so conversation was relaxed,spanish interview started tense but relaxed as it went on  francamente  and  televisor ,NA,"Some College (Associates Degree, incomplete Bachelors, community college, under 4 years of college)",36.9741392,-122.028804
UCSC_CS2,caucasian,22,female,USA,Intermediate High,college,English,Spanish,NA,NA,English,Spanish,NA,NA,75,25,unknown,0,NA,NA,0,7,0,8,UCSC_CS2_01,"Turlock, CA",USA,NA,"Turlock, CA",USA,1999,college,"Santa Cruz, CA","Santa Cruz, CA","Santa Cruz, CA",USA,23,23,"Riverside, CA","Jacksonville, FL","Turlock, CA",student,bioinformation,NA,3,English,Spanish,NA,Counter,Counter,some college,high school,"Calvillo, Mexico",Mexico,"Jalostitlan, Jalisco, MX",Mexico,NA,NA,male,Mexican,American,Mexcio,Mexico,NA,NA,G2,Mexico,Mexico,every 2 years,Mexico,rarely,NA,NA,NA,NA,NA,English,English and Spanish,English and Spanish,"4, ages: 42,38,36,29","1, age: 16",no,5/23/2023,NA,NA,NA,NA,0,0,0,0,17,1,20,1,20,20,4,2,100,0,0,80,20,0,100,0,0,100,0,0,100,0,0,6,3,6,6,6,4,6,3,6,3,6,5,6,6,6,4,103.25,6/23/2023,7:15:00 PM,interviewer's room,"excited, nervous about rusty spanish",fairly informal,close friend,overall nerves from interviewee from using spanish,lots of english colloquialism in both interviews,NA,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",36.9741392,-122.028804
UCSC_CS2,caucasian,22,female,USA,Intermediate High,college,English,Spanish,NA,NA,English,Spanish,NA,NA,75,25,unknown,0,NA,NA,0,7,0,8,UCSC_CS2_02,"Merced, CA",USA,NA,"Merced, CA",USA,1997,college,"Santa Cruz, CA","Santa Cruz, CA","Salinas, CA",USA,26,26,NA,NA,NA,Management of Projects,NA,NA,2,Spanish,Spanish,NA,Agricola Worker (think they meant agriculture),owner of an Agricola company,elementary school,2 months of elementary school,Michoacán,Mexico,Michoacan,Mexico,German,NA,female,latinx,NA,Mexico,Mexico,NA,NA,G2,Mexico,Mexico,ocassionally,Mexico,ocassionally,yes,Spanish,latinx,Spanish,NA,Spanglish,Spanish,Spanish,"1, age: 33",0,yes,5/31/2023,0,3,0,0,0,0,0,0,20,4,20,20,20,20,10,8,60,40,0,20,80,0,50,50,0,90,10,0,80,20,0,5,5,5,5,5,5,5,5,5,5,1,5,6,6,3,3,8.9,5/31/2023,10:31:00 AM,"McHenry Library, UCSC",overall neutral but positive,not too formal but stiff in the beginning but transitioned to more informal,roomates's co-worker,possible echo due to high ceiling in study room,interviewee seemed 100% comforable in body language,NA,"Completed College ( college ,  university , Completed Bachelors, 4 years college or greater)",36.9741392,-122.028804
